Posture,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z
side,0.01,0.96,-0.01,-0.24,0.12,-0.12,61.00,-2.00,-68.00
side,0.01,0.96,-0.00,0.18,-0.06,-0.12,63.00,-2.00,-73.00
side,0.01,0.96,-0.00,0.55,-0.18,-0.18,60.00,-2.00,-71.00
side,0.01,0.96,-0.00,0.12,0.06,-0.12,61.00,-2.00,-74.00
side,0.01,0.96,-0.00,-0.37,0.06,-0.12,62.00,-3.00,-66.00
side,0.01,0.96,-0.00,-0.43,0.18,-0.18,61.00,0.00,-69.00
side,0.01,0.96,-0.01,0.79,0.00,0.00,62.00,-3.00,-70.00
side,0.01,0.96,-0.00,0.06,0.12,-0.12,62.00,-4.00,-71.00
side,0.01,0.96,-0.00,0.67,-0.12,0.00,63.00,-2.00,-67.00
side,0.01,0.96,0.00,1.04,-0.12,0.12,61.00,-4.00,-69.00
side,0.01,0.96,-0.00,0.31,0.12,-0.12,61.00,-4.00,-72.00
side,0.01,0.96,-0.00,0.31,0.12,-0.06,60.00,-1.00,-69.00
side,0.01,0.96,-0.00,-0.49,0.18,-0.18,62.00,-4.00,-70.00
side,0.01,0.96,-0.00,0.67,-0.06,-0.12,61.00,-1.00,-67.00
side,0.01,0.96,-0.00,-0.61,0.24,-0.24,61.00,-4.00,-68.00
side,0.01,0.96,-0.00,-0.24,0.85,-0.18,61.00,-2.00,-70.00
side,0.01,0.96,-0.01,0.24,0.24,-0.12,63.00,-1.00,-64.00
side,0.01,0.96,-0.00,0.00,0.06,-0.06,63.00,-4.00,-66.00
side,0.01,0.96,-0.00,-0.49,0.18,-0.12,63.00,-3.00,-67.00
side,0.01,0.96,-0.01,-0.43,0.12,-0.12,62.00,-2.00,-69.00
side,0.01,0.96,-0.00,0.43,0.00,-0.12,60.00,-2.00,-68.00
side,0.01,0.96,0.00,1.95,-0.49,0.37,63.00,-4.00,-64.00
side,0.01,0.96,0.00,0.18,0.12,0.00,63.00,-2.00,-68.00
side,0.01,0.96,0.00,-0.31,0.18,-0.31,62.00,-2.00,-72.00
side,0.01,0.96,0.00,0.92,0.00,0.18,63.00,-1.00,-68.00
side,0.01,0.96,0.00,0.61,0.12,0.00,61.00,-2.00,-67.00
side,0.01,0.96,0.00,-0.24,0.12,-0.24,62.00,-4.00,-69.00
side,0.01,0.96,0.00,-0.61,0.12,-0.24,64.00,-1.00,-65.00
side,0.01,0.96,0.00,-0.06,0.18,-0.18,64.00,-4.00,-67.00
side,0.01,0.96,0.01,1.10,0.06,0.12,62.00,-2.00,-68.00
side,0.01,0.96,0.01,-0.31,0.12,-0.24,64.00,-1.00,-66.00
side,0.01,0.96,0.00,0.49,-0.37,0.06,60.00,-4.00,-70.00
side,0.01,0.96,0.00,0.18,0.06,-0.18,61.00,0.00,-68.00
side,0.01,0.96,0.00,-0.24,0.00,-0.06,62.00,-1.00,-71.00
side,0.01,0.96,0.00,0.24,0.18,0.00,62.00,-1.00,-64.00
side,0.01,0.96,0.00,-0.73,0.24,-0.31,62.00,-5.00,-72.00
side,0.01,0.96,-0.00,-0.12,0.43,-0.24,64.00,-1.00,-66.00
side,0.01,0.96,-0.00,-0.18,0.24,-0.18,61.00,-1.00,-69.00
side,0.01,0.96,-0.00,0.06,0.00,0.00,63.00,-2.00,-70.00
side,0.01,0.96,-0.00,0.06,0.18,-0.12,61.00,-2.00,-66.00
side,0.01,0.96,-0.00,0.43,0.12,0.12,60.00,-3.00,-70.00
side,0.01,0.96,-0.00,-0.67,0.49,-0.24,64.00,-2.00,-68.00
side,0.01,0.96,-0.00,-0.31,0.18,-0.24,62.00,-2.00,-70.00
side,0.01,0.96,-0.00,-1.95,1.22,-0.55,63.00,-3.00,-66.00
side,0.01,0.96,-0.00,0.18,0.24,-0.06,64.00,-1.00,-67.00
side,0.01,0.96,-0.01,1.28,0.06,0.12,63.00,-3.00,-72.00
side,0.01,0.96,-0.01,0.79,0.00,0.06,61.00,-2.00,-67.00
side,0.01,0.96,-0.00,1.22,0.24,0.18,62.00,-3.00,-68.00
side,0.01,0.96,0.00,0.61,-0.31,0.06,62.00,-2.00,-67.00
side,0.01,0.96,0.00,-0.12,0.06,-0.18,62.00,-2.00,-70.00
side,0.01,0.96,0.00,0.98,0.00,0.12,63.00,-2.00,-68.00
side,0.01,0.96,0.00,0.43,0.18,0.00,64.00,-2.00,-69.00
side,0.01,0.96,0.00,0.43,0.00,-0.12,61.00,-2.00,-65.00
side,0.01,0.96,0.00,-0.43,0.24,-0.31,61.00,-1.00,-71.00
side,0.01,0.96,0.00,-0.43,0.12,-0.12,60.00,-2.00,-65.00
side,0.01,0.96,-0.00,0.73,0.06,-0.06,63.00,-4.00,-66.00
side,0.01,0.96,0.00,0.00,0.00,-0.18,63.00,-3.00,-63.00
side,0.01,0.96,-0.00,-0.49,0.18,-0.24,62.00,0.00,-71.00
side,0.01,0.96,0.00,0.67,0.00,0.00,63.00,-2.00,-69.00
side,0.01,0.96,0.00,-0.18,0.12,-0.31,64.00,-1.00,-69.00
side,0.01,0.96,0.00,-0.12,0.31,-0.18,63.00,-3.00,-69.00
side,0.01,0.96,0.00,0.18,0.06,-0.18,62.00,-1.00,-69.00
side,0.01,0.96,0.00,0.67,0.06,0.06,62.00,-3.00,-68.00
side,0.01,0.96,0.00,-0.31,0.24,-0.31,63.00,-2.00,-66.00
side,0.01,0.96,0.00,-0.18,0.06,-0.12,65.00,-1.00,-69.00
side,0.01,0.96,0.00,0.73,0.12,0.06,62.00,-2.00,-65.00
side,0.01,0.96,0.01,0.24,0.06,-0.06,63.00,-4.00,-66.00
